concurso,data,posicao,numero,valor,tipo_extracao
5587,2024-10-30,5,79734,,regular
5588,2024-11-02,1,97453,,regular
5588,2024-11-02,2,01796,,regular
5588,2024-11-02,3,75851,,regular
5588,2024-11-02,4,84640,,regular
5588,2024-11-02,5,01651,,regular
5589,2024-11-05,1,89196,,regular
5589,2024-11-05,2,83010,,regular
5589,2024-11-05,3,28527,,regular
5589,2024-11-05,4,76223,,regular
5589,2024-11-05,5,55834,,regular
5590,2024-11-08,1,59442,,regular
5590,2024-11-08,2,45366,,regular
5590,2024-11-08,3,03822,,regular
5590,2024-11-08,4,20209,,regular
5590,2024-11-08,5,57964,,regular
5591,2024-11-11,1,09894,,regular
5591,2024-11-11,2,86220,,regular
5591,2024-11-11,3,39163,,regular
5591,2024-11-11,4,17217,,regular
5591,2024-11-11,5,73527,,regular
5592,2024-11-14,1,91035,,regular
5592,2024-11-14,2,87852,,regular
5592,2024-11-14,3,71695,,regular
5592,2024-11-14,4,98895,,regular
5592,2024-11-14,5,42511,,regular
5593,2024-11-17,1,53895,,regular
5593,2024-11-17,2,93218,,regular
5593,2024-11-17,3,32244,,regular
5593,2024-11-17,4,54702,,regular
5593,2024-11-17,5,89162,,regular
5594,2024-11-20,1,99542,,regular
5594,2024-11-20,2,18731,,regular
5594,2024-11-20,3,32236,,regular
5594,2024-11-20,4,35479,,regular
5594,2024-11-20,5,83224,,regular
5595,2024-11-23,1,13572,,regular
5595,2024-11-23,2,01256,,regular
5595,2024-11-23,3,42074,,regular
5595,2024-11-23,4,69535,,regular
5595,2024-11-23,5,08868,,regular
5596,2024-11-26,1,07968,,regular
5596,2024-11-26,2,61982,,regular
5596,2024-11-26,3,33189,,regular
5596,2024-11-26,4,79580,,regular
5596,2024-11-26,5,01814,,regular
5597,2024-11-29,1,96083,,regular
5597,2024-11-29,2,08279,,regular
5597,2024-11-29,3,81671,,regular
5597,2024-11-29,4,11323,,regular
5597,2024-11-29,5,83993,,regular
5598,2024-12-02,1,23002,,regular
5598,2024-12-02,2,86686,,regular
5598,2024-12-02,3,87064,,regular
5598,2024-12-02,4,52206,,regular
5598,2024-12-02,5,96520,,regular
5599,2024-12-05,1,21147,,regular
5599,2024-12-05,2,52471,,regular
5599,2024-12-05,3,35253,,regular
5599,2024-12-05,4,79949,,regular
5599,2024-12-05,5,24324,,regular
